11,13
   0.0074919357,  -0.1509170098
   0.0208258826,  -0.3717609329
  -0.0845597566,  -4.4908426511
  -0.1106744015,  -4.6210183976
  -0.1362324206,  -4.7415807373
  -0.1613747670,  -4.8545501325
  -0.1862024620,  -4.9613456395
  -0.2107912861,  -5.0630087161
  -0.2352001873,  -5.1603303399
  -0.2594764139,  -5.2539280196
  -0.2836588117,  -5.3442948898
  -0.3077800302,  -5.4318323310
  -0.3318680532,  -5.5168723999
  -0.3559472905,  -5.5996937069
  -0.3800393774,  -5.6805329358
  -0.4041637752,  -5.7595933849
  -0.4283382286,  -5.8370514196
  -0.4525791245,  -5.9130614292
  -0.4769017750,  -5.9877596923
  -0.5013206476,  -6.0612674320
  -0.5258495535,  -6.1336932606
  -0.5505018054,  -6.2051351585
  -0.5752903515,  -6.2756820927
  -0.6002278928,  -6.3454153543
  -0.6253269847,  -6.4144096738
  -0.6506001310,  -6.4827341607
  -0.6760598679,  -6.5504531016
  -0.7017188445,  -6.6176266450
  -0.7275898992,  -6.6843113940
  -0.7536861341,  -6.7505609248
  -0.7800209894,  -6.8164262446
  -0.8066083185,  -6.8819562013
  -0.8334624653,  -6.9471978532
  -0.8605983455,  -7.0121968084
  -0.8880315322,  -7.0769975400
  -0.9157783481,  -7.1416436828
  -0.9438559650,  -7.2061783191
  -0.9722825138,  -7.2706442558
  -1.0010772050,  -7.3350843006
  -1.0302604636,  -7.3995415407
  -1.0598540802,  -7.4640596295
  -1.0898813820,  -7.5286830864
  -1.1203674270,  -7.5934576172
  -1.1513392267,  -7.6584304596
  -1.1828260020,  -7.7236507641
  -1.2148594807,  -7.7891700174
  -1.2474742438,  -7.8550425226
  -1.2807081326,  -7.9213259468
  -1.3146027295,  -7.9880819565
  -1.3492039312,  -8.0553769615
  -1.3845626358,  -8.1232829958
  -1.4207355742,  -8.1918787725
  -1.4577863253,  -8.2612509612
  -1.4957865651,  -8.3314957516
  -1.5348176240,  -8.4027207925
  -1.5749724458,  -8.4750476232
  -1.6163580873,  -8.5486147678
  -1.6590989504,  -8.6235817289
  -1.7033410290,  -8.7001342280
  -1.7492575905,  -8.7784912095
  -1.7970569303,  -8.8589143950
  -1.8469932101,  -8.9417216313
  -1.8993820229,  -9.0273060562
  -1.9546234796,  -9.1161645239
  -2.0132378019,  -9.2089414306
  -2.0759228549,  -9.3064995597
  -2.1436528270,  -9.4100416139
  -2.2178609975,  -9.5213353477
  -2.3008153200,  -9.6431763033
  -2.3965151800,  -9.7804929069
  -2.5134175058,  -9.9437067473
  -2.6780435161, -10.1655094625
 -12.6955578283, -19.1157591331
 -12.7005740551, -19.1367039968
 -12.7055929668, -19.1575123874
 -12.7106142329, -19.1781869688
 -12.7156375361, -19.1987303160
 -12.7206625716, -19.2191449199
 -12.7256890463, -19.2394331915
 -12.7307166783, -19.2595974650
 -12.7357451967, -19.2796400017
 -12.7407743409, -19.2995629928
 -12.7458038600, -19.3193685626
 -12.7508335129, -19.3390587712
 -12.7558630673, -19.3586356171
 -12.7608922997, -19.3781010403
 -12.7659209951, -19.3974569239
 -12.7709489464, -19.4167050970
 -12.7759759541, -19.4358473367
 -12.7810018263, -19.4548853700
 -12.7860263779, -19.4738208761
 -12.7910494309, -19.4926554879
 -12.7960708136, -19.5113907940
 -12.8010903608, -19.5300283401
 -12.8061079133, -19.5485696311
 -12.8111233174, -19.5670161322
 -12.8161364255, -19.5853692705
 -12.8211470951, -19.6036304364
 -12.8261551888, -19.6218009848
 -12.8311605745, -19.6398822365
