11	13			100	-12
0.007491936	-0.15091701			-0.12	
0.020825883	-0.371760933			-0.24	
-0.084559757	-4.490842651			-0.36	
-0.110674402	-4.621018398			-0.48	
-0.136232421	-4.741580737			-0.6	
-0.161374767	-4.854550133			-0.72	
-0.186202462	-4.96134564			-0.84	
-0.210791286	-5.063008716			-0.96	
-0.235200187	-5.16033034			-1.08	
-0.259476414	-5.25392802			-1.2	
-0.283658812	-5.34429489			-1.32	
-0.30778003	-5.431832331			-1.44	
-0.331868053	-5.5168724			-1.56	
-0.355947291	-5.599693707			-1.68	
-0.380039377	-5.680532936			-1.8	
-0.404163775	-5.759593385			-1.92	
-0.428338229	-5.83705142			-2.04	
-0.452579125	-5.913061429			-2.16	
-0.476901775	-5.987759692			-2.28	
-0.501320648	-6.061267432			-2.4	
-0.525849554	-6.133693261			-2.52	
-0.550501805	-6.205135159			-2.64	
-0.575290352	-6.275682093			-2.76	
-0.600227893	-6.345415354			-2.88	
-0.625326985	-6.414409674			-3	
-0.650600131	-6.482734161			-3.12	
-0.676059868	-6.550453102			-3.24	
-0.701718845	-6.617626645			-3.36	
-0.727589899	-6.684311394			-3.48	
-0.753686134	-6.750560925			-3.6	
-0.780020989	-6.816426245			-3.72	
-0.806608319	-6.881956201			-3.84	
-0.833462465	-6.947197853			-3.96	
-0.860598346	-7.012196808			-4.08	
-0.888031532	-7.07699754			-4.2	
-0.915778348	-7.141643683			-4.32	
-0.943855965	-7.206178319			-4.44	
-0.972282514	-7.270644256			-4.56	
-1.001077205	-7.335084301			-4.68	
-1.030260464	-7.399541541			-4.8	
-1.05985408	-7.46405963			-4.92	
-1.089881382	-7.528683086			-5.04	
-1.120367427	-7.593457617			-5.16	
-1.151339227	-7.65843046			-5.28	
-1.182826002	-7.723650764			-5.4	
-1.214859481	-7.789170017			-5.52	
-1.247474244	-7.855042523			-5.64	
-1.280708133	-7.921325947			-5.76	
-1.31460273	-7.988081957			-5.88	
-1.349203931	-8.055376962			-6	
-1.384562636	-8.123282996			-6.12	
-1.420735574	-8.191878773			-6.24	
-1.457786325	-8.261250961			-6.36	
-1.495786565	-8.331495752			-6.48	
-1.534817624	-8.402720793			-6.6	
-1.574972446	-8.475047623			-6.72	
-1.616358087	-8.548614768			-6.84	
-1.65909895	-8.623581729			-6.96	
-1.703341029	-8.700134228			-7.08	
-1.749257591	-8.77849121			-7.2	
-1.79705693	-8.858914395			-7.32	
-1.84699321	-8.941721631			-7.44	
-1.899382023	-9.027306056			-7.56	
-1.95462348	-9.116164524			-7.68	
-2.013237802	-9.208941431			-7.8	
-2.075922855	-9.30649956			-7.92	
-2.143652827	-9.410041614			-8.04	
-2.217860998	-9.521335348			-8.16	
-2.30081532	-9.643176303			-8.28	
-2.39651518	-9.780492907			-8.4	
-2.513417506	-9.943706747			-8.52	
-2.678043516	-10.16550946			-8.64	
-12.69555783	-19.11575913			-8.76	
-12.70057406	-19.136704			-8.88	
-12.70559297	-19.15751239			-9	
-12.71061423	-19.17818697			-9.12	
-12.71563754	-19.19873032			-9.24	
-12.72066257	-19.21914492			-9.36	
-12.72568905	-19.23943319			-9.48	
-12.73071668	-19.25959747			-9.6	
-12.7357452	-19.27964			-9.72	
-12.74077434	-19.29956299			-9.84	
-12.74580386	-19.31936856			-9.96	
-12.75083351	-19.33905877			-10.08	
-12.75586307	-19.35863562			-10.2	
-12.7608923	-19.37810104			-10.32	
-12.765921	-19.39745692			-10.44	
-12.77094895	-19.4167051			-10.56	
-12.77597595	-19.43584734			-10.68	
-12.78100183	-19.45488537			-10.8	
-12.78602638	-19.47382088			-10.92	
-12.79104943	-19.49265549			-11.04	
-12.79607081	-19.51139079			-11.16	
-12.80109036	-19.53002834			-11.28	
-12.80610791	-19.54856963			-11.4	
-12.81112332	-19.56701613			-11.52	
-12.81613643	-19.58536927			-11.64	
-12.8211471	-19.60363044			-11.76	
-12.82615519	-19.62180098			-11.88	
-12.83116057	-19.63988224			-12	
