11,13
   0.0100368225,  -0.1965000000
   0.0222262053,  -0.3930000000
   0.0358733504,  -0.5895000000
   0.0502760951,  -0.7860000000
   0.0647540009,  -0.9825000000
   0.0786717139,  -1.1790000000
   0.0914551961,  -1.3755000000
   0.1026007956,  -1.5720000000
   0.1116780949,  -1.7685000000
   0.1183280010,  -1.9650000000
   0.1222575950,  -2.1615000000
   0.1232331310,  -2.3580000000
   0.1210722468,  -2.5545000000
   0.1156361487,  -2.7510000000
   0.1068222458,  -2.9475000000
   0.0945574984,  -3.1440000000
   0.0787925935,  -3.3405000000
   0.0594969472,  -3.5370000000
   0.0366544950,  -3.7335000000
   0.0102601849,  -3.9300000000
  -0.0196829179,  -4.1265000000
  -0.0531660062,  -4.3230000000
  -0.0901764703,  -4.5195000000
  -0.1306994809,  -4.7160000000
  -0.1747192799,  -4.9125000000
  -0.2222202380,  -5.1090000000
  -0.2731877251,  -5.3055000000
  -0.3276088358,  -5.5020000000
  -0.3854730029,  -5.6985000000
  -0.4467725258,  -5.8950000000
  -0.5115030406,  -6.0915000000
  -0.5796639492,  -6.2880000000
  -0.6512588269,  -6.4845000000
  -0.7262958248,  -6.6810000000
  -0.8047880797,  -6.8775000000
  -0.8867541487,  -7.0740000000
  -0.9722184800,  -7.2705000000
  -1.0612119380,  -7.4670000000
  -1.1537723966,  -7.6635000000
  -1.2499454224,  -7.8600000000
  -1.3497850686,  -8.0565000000
  -1.4533548082,  -8.2530000000
  -1.5607286395,  -8.4495000000
  -1.6719924067,  -8.6460000000
  -1.7872453902,  -8.8425000000
  -1.9066022373,  -9.0390000000
  -2.0301953254,  -9.2355000000
  -2.1581776838,  -9.4320000000
  -2.2907266384,  -9.6285000000
  -2.4280484119,  -9.8250000000
  -2.5703839913, -10.0215000000
  -2.7180166833, -10.2180000000
  -2.8712818237, -10.4145000000
  -3.0305781421, -10.6110000000
  -3.1963504795, -10.8075000000
  -3.3694443107, -11.0040000000
  -3.5502378083, -11.2005000000
  -3.7398897309, -11.3970000000
  -3.9396344468, -11.5935000000
  -4.1511770966, -11.7900000000
  -4.3769455921, -11.9865000000
  -4.6206144280, -12.1830000000
  -4.8882676775, -12.3795000000
  -5.1915295805, -12.5760000000
  -5.5595356013, -12.7725000000
  -6.1997790542, -12.9690000000
 -12.5171426709, -13.1655000000
 -12.5315849511, -13.3620000000
 -12.5425431956, -13.5585000000
 -12.5500750202, -13.7550000000
 -12.5542638651, -13.9515000000
 -12.5552251320, -14.1480000000
 -12.5531131254, -14.3445000000
 -12.5481286287, -14.5410000000
 -12.5405267802, -14.7375000000
 -12.5306246711, -14.9340000000
 -12.5188077921, -15.1305000000
 -12.5055341351, -15.3270000000
 -12.4913345027, -15.5235000000
 -12.4768074607, -15.7200000000
 -12.4626076442, -15.9165000000
 -12.4494267698, -16.1130000000
 -12.4379678729, -16.3095000000
 -12.4289147278, -16.5060000000
 -12.4228997584, -16.7025000000
 -12.4204745528, -16.8990000000
 -12.4220868975, -17.0955000000
 -12.4280671355, -17.2920000000
 -12.4386248281, -17.4885000000
 -12.4538548525, -17.6850000000
 -12.4737506863, -17.8815000000
 -12.4982220084, -18.0780000000
 -12.5271138499, -18.2745000000
 -12.5602250934, -18.4710000000
 -12.5973248982, -18.6675000000
 -12.6381663339, -18.8640000000
 -12.6824970625, -19.0605000000
 -12.7300672690, -19.2570000000
 -12.7806352231, -19.4535000000
 -12.8339709214, -19.6500000000
